,task_uuid,level_number,chat,phrase,reference_type,valence,compound,features,notes
971,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,8,That was the best option again.,,trajectory,positive,,,
970,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,7,That was the best option.,,trajectory,positive,,,
973,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,10,That was the best option. Good job.,That was the best option.,trajectory,positive,,,
973,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,10,That was the best option. Good job.,Good job.,trajectory,positive,,,
968,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,5,That was the best outcome good job.,,trajectory,positive,,,
740,A314XJY8V1YL12:39O5D9O87VGOYTT8XYKROZYXM6IC3D,2,That was the most valuable point on the board.,,trajectory,positive,,,
250,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,7,That was the safest choice! You're doing amazingly,That was the safest choice! ,trajectory,positive,,,
250,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,7,That was the safest choice! You're doing amazingly,You're doing amazingly,trajectory,positive,,,
1078,AAQ6ANTTUVN0P:3483FV8BEG7AXUOOJ7TJJP1VKL062R,9,That was the worst corner to chose.,,object_behavior,negative,,,
787,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,2,"That wasn't bad, the better ones were the lighter colored circles, unless it changes, try going for the most lighter colors more",That wasn't bad,trajectory,slight_positive,,,
787,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,2,"That wasn't bad, the better ones were the lighter colored circles, unless it changes, try going for the most lighter colors more","the better ones were the lighter colored circles, unless it changes, try going for the most lighter colors more",features,positive,,circle,
792,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,7,"That wasn't bad, the white circles to the left were about 4 to 5 each, the aqua squares are bad",That wasn't bad,trajectory,slight_positive,,,
792,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,7,"That wasn't bad, the white circles to the left were about 4 to 5 each, the aqua squares are bad",the white circles to the left were about 4 to 5 each,features,positive,,"white, circle",
792,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,7,"That wasn't bad, the white circles to the left were about 4 to 5 each, the aqua squares are bad",the aqua squares are bad,features,negative,,"blue, square",
366,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,1,"That's great! Avoid the red, they're negative points.",That's great! ,trajectory,positive,,,
366,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,1,"That's great! Avoid the red, they're negative points.","Avoid the red, they're negative points.",features,negative,,,
179,A1DUAMWOX0BORV:3EA3QWIZ4KJKADD24NM4HF0QTP0ITH,2,that's the wrong color,,object_behavior,negative,,,
324,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,3,The best field this time was the upper left. I don't see a pattern yet.,The best field this time was the upper left.,object_spatial,positive,,,
324,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,3,The best field this time was the upper left. I don't see a pattern yet.,I don't see a pattern yet.,other,,,,
1071,AAQ6ANTTUVN0P:3483FV8BEG7AXUOOJ7TJJP1VKL062R,2,The bottom right one on that corner was a big negative.,,object_behavior,,,,
941,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,2,The bottom right set of symbols were all positive or neutral. The symbol you collected was -10. Do not collect that symbol again.,The bottom right set of symbols were all positive or neutral. ,object_spatial,positive,,,
941,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,2,The bottom right set of symbols were all positive or neutral. The symbol you collected was -10. Do not collect that symbol again.,The symbol you collected was -10.,object_behavior,negative,,,
941,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,2,The bottom right set of symbols were all positive or neutral. The symbol you collected was -10. Do not collect that symbol again.,Do not collect that symbol again.,trajectory,negative,,,
745,A314XJY8V1YL12:39O5D9O87VGOYTT8XYKROZYXM6IC3D,7,The bottom right was more valuable.,,object_spatial,positive,,,
743,A314XJY8V1YL12:39O5D9O87VGOYTT8XYKROZYXM6IC3D,5,The bottom right would have gotten more points.,,object_spatial,positive,,,
522,A2HOUSKURBF8UA:37XITHEISYXGHVEA8OLN6X1DSWICRP,3,The bright pink circles are worth the most.,,features,positive,,"pink, circle",
264,A1QX1RYLCFXZJ9:3HYA4D452T76GNHZK0WNDVE8D7C2F9,3,"the darker the color, the bigger the points you get.",,features,positive,,,
51,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,2,the entire bottom right is safe and the other two where you are.,the entire bottom right is safe ,object_spatial,positive,,,
51,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,2,the entire bottom right is safe and the other two where you are.,and the other two where you are.,object_behavior,positive,,,
947,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,8,The final symbol you collected was worth -1. Do not collect that symbol again.,,object_spatial,negative,,,hard
218,A1OIXGF4N7O93T:3UJ1CZ6IZJD7JP5883YKI10ZMJLS5V,1,the first two are good,,object_behavior,positive,,,
323,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,2,The highest scores were in the area you chose. Good work,The highest scores were in the area you chose. ,trajectory,positive,,,
323,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,2,The highest scores were in the area you chose. Good work,Good work,trajectory,positive,,,
1129,AKX5RHHO8BIUX:3E7TUJ2EGEAKINO2E3GCZIJ17BBD9S,3,"the last one you didn't get would have been a -7, there was also a -1 at the bottom so avoid those shape or color. if you remember the shape or color the bottom right had a 9 and a 8 in the middle.",the last one you didn't get would have been a -7,object_behavior,negative,,,
1129,AKX5RHHO8BIUX:3E7TUJ2EGEAKINO2E3GCZIJ17BBD9S,3,"the last one you didn't get would have been a -7, there was also a -1 at the bottom so avoid those shape or color. if you remember the shape or color the bottom right had a 9 and a 8 in the middle.",there was also a -1 at the bottom so avoid those shape or color. ,object_behavior,negative,,,
1129,AKX5RHHO8BIUX:3E7TUJ2EGEAKINO2E3GCZIJ17BBD9S,3,"the last one you didn't get would have been a -7, there was also a -1 at the bottom so avoid those shape or color. if you remember the shape or color the bottom right had a 9 and a 8 in the middle.",if you remember the shape or color the bottom right had a 9 and a 8 in the middle.,object_spatial,positive,,,
607,A2P53AN2M8IWFP:3MTMREQS4X6XWCYYN4Z2N1J6KBLAW3,1,the last thing you picked up was -5,,object_behavior,negative,,,
238,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,1,The last two items you grabbed were both -5,,object_behavior,negative,,,
418,A28J7H4TH29DC3:3X31TUMD7ZALRU9ZN7Z73P9NIABL1X,6,The left side would have gotten you more points.  Try to get multiple ones if possible rather then one larger one.,The left side would have gotten you more points.  ,object_spatial,positive,,,
418,A28J7H4TH29DC3:3X31TUMD7ZALRU9ZN7Z73P9NIABL1X,6,The left side would have gotten you more points.  Try to get multiple ones if possible rather then one larger one.,Try to get multiple ones if possible rather then one larger one.,other,,,,
720,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,6,the light colored ones usually don't have a lot of points associated with them.,,features,slight_negative,,,
552,A2MQ6VUSKCQ9FH:32ZKVD547HB5OO12JYOWDFSF4LM3B1,9,"The lower left corner had three good ones- 9s, on the right side of the bunch.",,object_spatial,positive,yes,,
548,A2MQ6VUSKCQ9FH:32ZKVD547HB5OO12JYOWDFSF4LM3B1,5,"The lower right corner had four good ones, except the block on the bottom left of the bunch.",,object_spatial,multiple,yes,,
550,A2MQ6VUSKCQ9FH:32ZKVD547HB5OO12JYOWDFSF4LM3B1,7,"The lower right corner had three okay ones, two in the lowest right corner and one to the upper left of the bunch.",,object_spatial,slight_positive,,,
1075,AAQ6ANTTUVN0P:3483FV8BEG7AXUOOJ7TJJP1VKL062R,6,The middle one was good.,,object_behavior,positive,,,
546,A2MQ6VUSKCQ9FH:32ZKVD547HB5OO12JYOWDFSF4LM3B1,3,The one above that one was good too!,,object_behavior,positive,,,
1076,AAQ6ANTTUVN0P:3483FV8BEG7AXUOOJ7TJJP1VKL062R,7,The one on the right was worth -1 but otherwise those were good.,,object_behavior,multiple,yes,,
538,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,7,The one you didn't get was +8. Bottom right was the best in this one (all +4 and +5 then a -1),The one you didn't get was +8. ,object_behavior,positive,,,
538,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,7,The one you didn't get was +8. Bottom right was the best in this one (all +4 and +5 then a -1),Bottom right was the best in this one (all +4 and +5 then a -1),object_spatial,positive,,,
982,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,8,The one you left in the top right is an 8.,,object_behavior,positive,,,
467,A2E3SM3T01ENIR:3URFVVM1676L5GH14W00M6PI81SUZ6,2,The positive numbers are the ones toward the inside of the boxes,,object_spatial,positive,,,
717,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,3,The purple circles had the most points,,features,positive,,"pink, circle",
1189,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,1,"The remaining box near to where you are is a great one, score: 8.",,object_behavior,positive,,,
203,A1O67YS3DU0ZHX:3OHYZ19UGETPR3PWWI8S676KH9JAOO,4,the round was great! the bottom left was good this time. Just go with your gut next round.,the round was great! ,trajectory,positive,,,
203,A1O67YS3DU0ZHX:3OHYZ19UGETPR3PWWI8S676KH9JAOO,4,the round was great! the bottom left was good this time. Just go with your gut next round.,the bottom left was good this time,object_spatial,positive,,,
,,,the round was great! the bottom left was good this time. Just go with your gut next round.,Just go with your gut next round,other,,,,
778,A31XNLA9REVGXL:33LKR6A5KG89A7H4WG1YPGJ4C841TT,4,The second shape was worth 10; others were 0,,object_behavior,multiple,yes,,
940,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,1,The second symbol collected was worth -10 points. Do not collect that symbol again.,,object_behavior,negative,,,
943,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,4,The symbols on the bottom left were worth either 0 or 8 points.,,object_spatial,multiple,yes,,
946,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,7,The symbols you collected represented the highest possible score this round.,,trajectory,positive,,,
948,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,9,The three collected symbols were the best selection for this round.,,trajectory,positive,,,
945,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,6,"The top left had a 10 point, 5 point, two 0 point, and 1 -9 point symbols.",,object_spatial,positive,,,
949,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,10,"The top right would have resulted in a score of 20, from four 5 point symbols.",,object_spatial,positive,,,
944,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,5,The two collected symbols were worth 9 points each.,,object_behavior,positive,,,
942,A3LRZX8477TYYZ:34FNN24DCOX4FBHH79Q90NO0355Y55,3,"The two symbols you collected were worth 9 and 8 points, and they were the highest scoring symbols on the board.",,object_behavior,positive,,,
549,A2MQ6VUSKCQ9FH:32ZKVD547HB5OO12JYOWDFSF4LM3B1,6,The upper left had two good ones in the middle.,,object_spatial,positive,,,
553,A2MQ6VUSKCQ9FH:32ZKVD547HB5OO12JYOWDFSF4LM3B1,10,The upper right corner had four 5s.,,object_spatial,positive,,,
739,A314XJY8V1YL12:39O5D9O87VGOYTT8XYKROZYXM6IC3D,1,The upper right hand corner had the highest value.,,object_spatial,positive,,,
414,A28J7H4TH29DC3:3X31TUMD7ZALRU9ZN7Z73P9NIABL1X,2,The white and light pink sircles are worth a lot as well.  The light blue circles are not that much but still good.,The white and light pink sircles are worth a lot as well,features,positive,,"white, pink, circle",
414,A28J7H4TH29DC3:3X31TUMD7ZALRU9ZN7Z73P9NIABL1X,2,The white and light pink sircles are worth a lot as well.  The light blue circles are not that much but still good., The light blue circles are not that much but still good,features,slight_positive,,"circle, blue",
786,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,1,The yellow circles were worth the most the darker the worse it seems,,features,positive,,"yellow, circle",
1115,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,8,then other circles,,features,positive,,circle,
985,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,10,there are four 5's in the top right.  the one you didn't get in the top left is -4,there are four 5's in the top right.  ,object_spatial,positive,,,
985,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,10,there are four 5's in the top right.  the one you didn't get in the top left is -4,the one you didn't get in the top left is -4,object_behavior,negative,,,
465,A2E3SM3T01ENIR:3URFVVM1676L5GH14W00M6PI81SUZ6,1,there are lots of negative ones in each corner. hard to tell which ones they are,,object_spatial,negative,,,
609,A2P53AN2M8IWFP:3MTMREQS4X6XWCYYN4Z2N1J6KBLAW3,3,"There was a mix of high value and - there, but it worked.",,object_behavior,slight_positive,,,
976,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,2,There were no negative numbers in the bottom right.  The two bottom most squares in the bottom left are -10 and -8,There were no negative numbers in the bottom right,object_spatial,positive,,,
976,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,2,There were no negative numbers in the bottom right.  The two bottom most squares in the bottom left are -10 and -8,The two bottom most squares in the bottom left are -10 and -8,object_spatial,negative,,,
825,A3BFMY5OX2WMUW:3OCHAWUVGQ8IXPCA908DJY09YPDKXD,9,There you go!,,trajectory,positive,,,
378,A26Y58YECZUZZG:32N49TQG3I6KHNYTXUU61Z0SD2VVAQ,1,They changed the colors? Sorry the pinks and reds were +8 before,They changed the colors?,other,,,,
378,A26Y58YECZUZZG:32N49TQG3I6KHNYTXUU61Z0SD2VVAQ,1,They changed the colors? Sorry the pinks and reds were +8 before,Sorry the pinks and reds were +8 before,features,positive,,pink,
471,A2E3SM3T01ENIR:3URFVVM1676L5GH14W00M6PI81SUZ6,4,This time the positive numbers were on the lower corners but I don't know if that will continue.,,object_spatial,positive,,,
540,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,9,Those ones were all -8 to -10. Other corners have a lot of +9 and +8's.,Those ones were all -8 to -10. ,trajectory,negative,,,
540,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,9,Those ones were all -8 to -10. Other corners have a lot of +9 and +8's.,Other corners have a lot of +9 and +8's.,object_behavior,positive,,,
531,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,1,Those ones were all either +1 or -1,,object_behavior,multiple,,,
610,A2P53AN2M8IWFP:3MTMREQS4X6XWCYYN4Z2N1J6KBLAW3,4,"those were all 8's and 0's, the last thing you picked up being a 0.",those were all 8's and 0's,object_behavior,multiple,yes,,
610,A2P53AN2M8IWFP:3MTMREQS4X6XWCYYN4Z2N1J6KBLAW3,4,"those were all 8's and 0's, the last thing you picked up being a 0.",the last thing you picked up being a 0.,object_behavior,zero,,,
608,A2P53AN2M8IWFP:3MTMREQS4X6XWCYYN4Z2N1J6KBLAW3,2,those were all either positive or 0,,object_behavior,multiple,,,
1077,AAQ6ANTTUVN0P:3483FV8BEG7AXUOOJ7TJJP1VKL062R,8,Those were good.,,object_behavior,positive,,,
537,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,6,Those were the best ones to get. One you avoided was -9,Those were the best ones to get,object_behavior,positive,,,
537,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,6,Those were the best ones to get. One you avoided was -9,One you avoided was -9,object_behavior,negative,,,
545,A2MQ6VUSKCQ9FH:32ZKVD547HB5OO12JYOWDFSF4LM3B1,2,Three top ones in right lower corner were good.,,object_spatial,positive,,,
801,A39XIQCFSCNHFU:39LNWE0K4WKZAQSR4SCEMBMSC3FIUG,3,top left corner is the best,,object_spatial,positive,,,
969,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,6,Top left would of been best there.,,object_spatial,positive,,,
83,A15SUPIZ05ZFCD:3AMYWKA6YDAO41DT65RGQ24YLQOO67,6,top right,,object_spatial,positive,,,
88,A15SUPIZ05ZFCD:3AMYWKA6YDAO41DT65RGQ24YLQOO67,8,top right,,object_spatial,positive,,,
92,A15SUPIZ05ZFCD:3AMYWKA6YDAO41DT65RGQ24YLQOO67,10,top right,,object_spatial,positive,,,
1170,AMX5R6NLYNA2K:35BLDD71I8LLIV619MA5ISR1MAXVZW,1,top right,,object_spatial,positive,,,
1205,ARBS1SX63RCA:34S6N1K2ZX7WV5UDPW2SVCPUZZ7LHW,1,top right,,object_spatial,positive,,,
808,A39XIQCFSCNHFU:39LNWE0K4WKZAQSR4SCEMBMSC3FIUG,7,Top right corner looks good,,object_spatial,positive,,,
1126,AKX5RHHO8BIUX:3E7TUJ2EGEAKINO2E3GCZIJ17BBD9S,1,"top right had 8 and 8 in the corners, the bottom left you were going to was filled with - values",top right had 8 and 8 in the corners,object_spatial,positive,,,
1126,AKX5RHHO8BIUX:3E7TUJ2EGEAKINO2E3GCZIJ17BBD9S,1,"top right had 8 and 8 in the corners, the bottom left you were going to was filled with - values",the bottom left you were going to was filled with - values,object_spatial,negative,,,technically behavioral?
746,A314XJY8V1YL12:39O5D9O87VGOYTT8XYKROZYXM6IC3D,8,Top right would have been better!,,object_spatial,positive,,,
1135,AKX5RHHO8BIUX:3E7TUJ2EGEAKINO2E3GCZIJ17BBD9S,8,"top right would have been good, all + values, bottom right had a -1 in the corner and the rest were 0,1,2,4",,object_spatial,multiple,yes,,complex...
848,A3C0LPVN749UF3:3KOPY89HMAQB67ZE7Q1DB3BSC2VJ3Q,8,Triangles are 0s. Squares are negative.,Triangles are 0s,features,zero,,triangle,
848,A3C0LPVN749UF3:3KOPY89HMAQB67ZE7Q1DB3BSC2VJ3Q,8,Triangles are 0s. Squares are negative.,Squares are negative,features,negative,,square,
104,A15XIKX3PI7SLK:3GLB5JMZFZJZXXBAS9MMRZ5OBQSDG9,6,triangles are basically worth 0 or less most times.,,features,zero,,triangle,
1023,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,7,"triangles are not helpful, but don't hurt, most are 0 value",,features,zero,,triangle,
858,A3DZ46U9XRLVBI:3U4J9857OGZNP72PLARMQW4V9N67B8,4,"Triangles are worth nothing, squares always lose points. Circles are worth more depending on how much purple they are.","Triangles are worth nothing, ",features,zero,,triangle,
858,A3DZ46U9XRLVBI:3U4J9857OGZNP72PLARMQW4V9N67B8,4,"Triangles are worth nothing, squares always lose points. Circles are worth more depending on how much purple they are.",squares always lose points. ,features,negative,,square,
858,A3DZ46U9XRLVBI:3U4J9857OGZNP72PLARMQW4V9N67B8,4,"Triangles are worth nothing, squares always lose points. Circles are worth more depending on how much purple they are.",Circles are worth more depending on how much purple they are.,features,positive,,"circle, pink",
336,A22LZ62E0UC4VL:3OE22WJIGKCCROGAH0HNVDDE301QU6,2,"Triangles are zero, squares are negative.",Triangles are zero,features,zero,,triangle,
336,A22LZ62E0UC4VL:3OE22WJIGKCCROGAH0HNVDDE301QU6,2,"Triangles are zero, squares are negative.",squares are negative,features,negative,,square,
521,A2HOUSKURBF8UA:37XITHEISYXGHVEA8OLN6X1DSWICRP,2,Triangles aren't worth anything.,,features,zero,,triangle,
1166,AMA18W8F60Y2J:326O153BMKM1DJFJMEWYRWKCYVKDE5,9,try the upper corners,,object_spatial,positive,,,
1162,AMA18W8F60Y2J:326O153BMKM1DJFJMEWYRWKCYVKDE5,6,try the upper left hand corner.,,object_spatial,positive,,,
24,A12OZ7P7Z41SJI:3LEP4MGT3IO36G3ZCNU8QOERVD0DBS,2,try to go for the hot pink circles,,features,positive,,"pink, circle",
201,A1O67YS3DU0ZHX:3OHYZ19UGETPR3PWWI8S676KH9JAOO,2,Try to start on your bottom right first.,,object_spatial,positive,,,
406,A28HDBWFTOID89:3II4UPYCOLVQAM5OV5RYLD9QHD1QDH,5,ugh.... keep trying,,trajectory,negative,,,
306,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,10,"Unfortunate, sorry the colors were awful",,other,,,,
1259,AZNIEFUIVB2H0:3IO1LGZLKBLLJ9QDZO2KTGEY66Z687,3,up,,object_spatial,positive,,,
1164,AMA18W8F60Y2J:326O153BMKM1DJFJMEWYRWKCYVKDE5,7,upper left,,object_spatial,positive,,,
327,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,6,Upper left was the best but you did well. This time try lower left.,Upper left was the best ,object_spatial,positive,,,
327,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,6,Upper left was the best but you did well. This time try lower left.,but you did well. ,trajectory,positive,,,
327,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,6,Upper left was the best but you did well. This time try lower left.,This time try lower left.,other,,,,
1167,AMA18W8F60Y2J:326O153BMKM1DJFJMEWYRWKCYVKDE5,10,upper right,,object_spatial,positive,,,
539,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,8,Upper right one was +8. That was the best corner overall,Upper right one was +8. ,object_spatial,positive,,,
539,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,8,Upper right one was +8. That was the best corner overall,That was the best corner overall,trajectory,positive,,,
331,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,10,Upper right was the best field this time. Try upper left.,,object_spatial,positive,,,
572,A2N8FYNKM133KF:3KRVW3HTZP95RWQE02F6Z3BL8F6SMI,4,very bad,,trajectory,negative,,,
167,A18XFOKU5G1OL1:3X3OR7WPZ1O32UTKMS8MIZWVWGHL8H,9,very good,,trajectory,positive,,,
233,A1OIXGF4N7O93T:3UJ1CZ6IZJD7JP5883YKI10ZMJLS5V,9,very good,,trajectory,positive,,,
573,A2N8FYNKM133KF:3KRVW3HTZP95RWQE02F6Z3BL8F6SMI,5,very good,,trajectory,positive,,,
576,A2N8FYNKM133KF:3KRVW3HTZP95RWQE02F6Z3BL8F6SMI,8,very good job,,trajectory,positive,,,
1238,AYD2LKV6C5F2S:3S96KQ6I9OS322XGC9LTQIKD1HHDTT,7,"very good! the white circles were worth 5 points. not as much as yellow, but there were more of them. you made the right choice!. The blue circles are worth the least but still positive",very good! ,trajectory,positive,,,
1238,AYD2LKV6C5F2S:3S96KQ6I9OS322XGC9LTQIKD1HHDTT,7,"very good! the white circles were worth 5 points. not as much as yellow, but there were more of them. you made the right choice!. The blue circles are worth the least but still positive",the white circles were worth 5 points.,features,positive,,"white, circle",
1238,AYD2LKV6C5F2S:3S96KQ6I9OS322XGC9LTQIKD1HHDTT,7,"very good! the white circles were worth 5 points. not as much as yellow, but there were more of them. you made the right choice!. The blue circles are worth the least but still positive","not as much as yellow, but there were more of them. ",features,neutral,,yellow,
1238,AYD2LKV6C5F2S:3S96KQ6I9OS322XGC9LTQIKD1HHDTT,7,"very good! the white circles were worth 5 points. not as much as yellow, but there were more of them. you made the right choice!. The blue circles are worth the least but still positive",you made the right choice!,trajectory,positive,,,
1238,AYD2LKV6C5F2S:3S96KQ6I9OS322XGC9LTQIKD1HHDTT,7,"very good! the white circles were worth 5 points. not as much as yellow, but there were more of them. you made the right choice!. The blue circles are worth the least but still positive",The blue circles are worth the least but still positive,features,slight_positive,,"blue, circle",
814,A39XIQCFSCNHFU:39LNWE0K4WKZAQSR4SCEMBMSC3FIUG,10,Very Nice .... Top left,Very Nice .... ,trajectory,positive,,,
814,A39XIQCFSCNHFU:39LNWE0K4WKZAQSR4SCEMBMSC3FIUG,10,Very Nice .... Top left,Top left,object_spatial,positive,,,
268,A1QX1RYLCFXZJ9:3HYA4D452T76GNHZK0WNDVE8D7C2F9,5,Way to go,,trajectory,positive,,,
289,A1VZSFHTU51JP0:3R8YZBNQ9J6ATD4E4SOCLLZUV2QQ7G,9,way to go. btw triangles appear to be zeroes,way to go,trajectory,positive,,,
289,A1VZSFHTU51JP0:3R8YZBNQ9J6ATD4E4SOCLLZUV2QQ7G,9,way to go. btw triangles appear to be zeroes,btw triangles appear to be zeroes,features,zero,,triangle,
676,A2TG7EEQ2XG2IK:3OVR4I9USR7DAQMV2UQ5I9FK4LF4QV,1,we got too better,,trajectory,negative,,,
823,A3BFMY5OX2WMUW:3OCHAWUVGQ8IXPCA908DJY09YPDKXD,7,Well done,,trajectory,positive,,,
821,A3BFMY5OX2WMUW:3OCHAWUVGQ8IXPCA908DJY09YPDKXD,5,Well done!,,trajectory,positive,,,
871,A3EMLH3SAN97EO:3SB5N7Y3O5S5YDAGGXYRCSL5H1BG0B,5,Well done! Keep heading to the lower right hand corner and lower left hand corner.,Well done! ,trajectory,positive,,,
871,A3EMLH3SAN97EO:3SB5N7Y3O5S5YDAGGXYRCSL5H1BG0B,5,Well done! Keep heading to the lower right hand corner and lower left hand corner.,Keep heading to the lower right hand corner and lower left hand corner.,object_spatial,positive,,,
1002,A3V57BKH58EUIY:3JNQLM5FT6ASGFRV6BZL88JSAGHL26,4,Well I was wrong.  Good job though!,Well I was wrong,other,,,,
1002,A3V57BKH58EUIY:3JNQLM5FT6ASGFRV6BZL88JSAGHL26,4,Well I was wrong.  Good job though!,Good job though!,trajectory,positive,,,
159,A18XFOKU5G1OL1:3X3OR7WPZ1O32UTKMS8MIZWVWGHL8H,2,west,,object_spatial,,,,
686,A2TG7EEQ2XG2IK:3OVR4I9USR7DAQMV2UQ5I9FK4LF4QV,9,what are you doing,,trajectory,negative,,,
172,A1BHINLXH3E2GJ:3P59JYT76N8GZSZ0FK1CUZT94QS2T9,2,what are you doing?,,trajectory,negative,,,
614,A2P53AN2M8IWFP:3MTMREQS4X6XWCYYN4Z2N1J6KBLAW3,8,What'd i tell you.,,other,,,,
354,A23BWWRR7J5XLS:3UXUOQ9OKGLI6XXXFWRQVLKPRKCA71,2,white and light yellow,,features,positive,,"yellow, white",
390,A27VBVMMEX9GJB:3OLF68YTNBPVLQC3XFP2JDX6PV1FAQ,2,White are low values,,features,slight_positive,,white,
1021,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,6,White circles and yellow circles are best,,features,positive,,"white, circle, yellow",
564,A2MWAXV1YRK5GH:3AWETUDC94GGWPM1AFBM3317E60ZIY,7,white circles are 4-5 points; purple circles are 8-9,white circles are 4-5 points,features,positive,,"white, circle",
564,A2MWAXV1YRK5GH:3AWETUDC94GGWPM1AFBM3317E60ZIY,7,white circles are 4-5 points; purple circles are 8-9,purple circles are 8-9,features,positive,,"circle, pink",
727,A2ZL7BZA7RRMIN:34X6J5FLPVM3D85G51D9OB43MXYQJV,2,White circles are also positive,,features,positive,,"white, circle",
1020,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,5,White circles are good too. Bottom right would have been the best,White circles are good too. ,features,positive,,"white, circle",implicature
1020,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,5,White circles are good too. Bottom right would have been the best,Bottom right would have been the best,object_spatial,positive,,"white, circle",implicature
